molecule (Canonical/Isomeric SMILES),bacteria,MIC (µmol mL−1),MIC (µg mL−1),doi,id,type,group,group_name,Unnamed: 9,Molecular weight,MIC,log MIC,S. aureus,E. coli,Unnamed: 15,SAScore,MolWt,TPSA,HBD,HBA,RotatableBonds,LogP,QED Score
O=C(C=1C=CC=CC1C)N2C(=NC=3C=CC=CC32)C4=CN(N=C4C=5C=CC(=CC5)C)C=6C=CC=CC6,E. coli,,62.5,https://doi.org/10.1016/j.ejmech.2019.03.026,14,hybrid,N1C=C(C=N1)C1=NC2=C(N1)C=CC=C2,pyrazole,,468.5600000000002,133.3873996926754,2.1251148063241714,-,+,,8.922891740981662,468.5600000000002,52.71,0.0,5.0,4.0,6.861340000000006,0.28392295522490335
O=C(C1=CC=CC(=C1)C)N2C(=NC=3C=CC=CC32)C4=CN(N=C4C=5C=CC(=CC5)C)C=6C=CC=CC6,E. coli,,62.5,https://doi.org/10.1016/j.ejmech.2019.03.026,15,hybrid,N1C=C(C=N1)C1=NC2=C(N1)C=CC=C2,pyrazole,,468.5600000000002,133.3873996926754,2.1251148063241714,-,+,,8.922891740981662,468.5600000000002,52.71,0.0,5.0,4.0,6.861340000000006,0.28392295522490335
O=C(C1=CC=C(C=C1)C)N2C(=NC=3C=CC=CC32)C4=CN(N=C4C=5C=CC(=CC5)C)C=6C=CC=CC6,E. coli,,3.9,https://doi.org/10.1016/j.ejmech.2019.03.026,16,hybrid,N1C=C(C=N1)C1=NC2=C(N1)C=CC=C2,pyrazole,,468.5600000000002,8.323373740822943,0.9202993960065954,-,+,,8.922891740981662,468.5600000000002,52.71,0.0,5.0,4.0,6.861340000000006,0.28392295522490335
O=C(C1=CC=C(Cl)C=C1)N2C(=NC=3C=CC=CC32)C4=CN(N=C4C=5C=CC(=CC5)C)C=6C=CC=CC6,E. coli,,62.5,https://doi.org/10.1016/j.ejmech.2019.03.026,17,hybrid,N1C=C(C=N1)C1=NC2=C(N1)C=CC=C2,pyrazole,,488.9780000000002,127.81761142628086,2.106590697471038,-,+,,8.922891740981662,488.9780000000002,52.71,0.0,5.0,4.0,7.206320000000005,0.2632904638834359
O=C(C=1C=CC=CC1)N2C(=NC=3C=CC=CC32)C4=CN(N=C4C=5C=CC(F)=CC5)C=6C=CC=CC6,E. coli,,62.5,https://doi.org/10.1016/j.ejmech.2019.03.026,18,hybrid,N1C=C(C=N1)C1=NC2=C(N1)C=CC=C2,pyrazole,,458.49600000000015,136.31525683975428,2.134544466183194,-,+,,8.910101860758425,458.49600000000015,52.71,0.0,5.0,4.0,6.383600000000005,0.3078602454619735
O=C(C=1C=CC=CC1C)N2C(=NC=3C=CC=CC32)C4=CN(N=C4C=5C=CC(F)=CC5)C=6C=CC=CC6,E. coli,,62.5,https://doi.org/10.1016/j.ejmech.2019.03.026,19,hybrid,N1C=C(C=N1)C1=NC2=C(N1)C=CC=C2,pyrazole,,472.52300000000014,132.26869379903198,2.1214570647528066,-,+,,8.922891740981662,472.52300000000014,52.71,0.0,5.0,4.0,6.692020000000006,0.2871535582672103
O=C(C1=CC=CC(=C1)C)N2C(=NC=3C=CC=CC32)C4=CN(N=C4C=5C=CC(F)=CC5)C=6C=CC=CC6,E. coli,,62.5,https://doi.org/10.1016/j.ejmech.2019.03.026,20,hybrid,N1C=C(C=N1)C1=NC2=C(N1)C=CC=C2,pyrazole,,472.52300000000014,132.26869379903198,2.1214570647528066,-,+,,8.922891740981662,472.52300000000014,52.71,0.0,5.0,4.0,6.692020000000006,0.2871535582672103
O=C(C1=CC=C(C=C1)C)N2C(=NC=3C=CC=CC32)C4=CN(N=C4C=5C=CC(F)=CC5)C=6C=CC=CC6,E. coli,,62.5,https://doi.org/10.1016/j.ejmech.2019.03.026,21,hybrid,N1C=C(C=N1)C1=NC2=C(N1)C=CC=C2,pyrazole,,472.52300000000014,132.26869379903198,2.1214570647528066,-,+,,8.922891740981662,472.52300000000014,52.71,0.0,5.0,4.0,6.692020000000006,0.2871535582672103
O=C(C1=CC=C(Cl)C=C1)N2C(=NC=3C=CC=CC32)C4=CN(N=C4C=5C=CC(F)=CC5)C=6C=CC=CC6,E. coli,,62.5,https://doi.org/10.1016/j.ejmech.2019.03.026,22,hybrid,N1C=C(C=N1)C1=NC2=C(N1)C=CC=C2,pyrazole,,492.9410000000002,126.790021523874,2.103085075567452,-,+,,8.922891740981662,492.9410000000002,52.71,0.0,5.0,4.0,7.037000000000004,0.2650795679419669
O=C(C=1C=CC=CC1)N2C(=NC=3C=CC=CC32)C4=CN(N=C4C=5C=CC(=CC5)C(F)(F)F)C=6C=CC=CC6,E. coli,,62.5,https://doi.org/10.1016/j.ejmech.2019.03.026,23,hybrid,N1C=C(C=N1)C1=NC2=C(N1)C=CC=C2,pyrazole,,508.50300000000016,122.90979600906972,2.089586497883537,-,+,,8.948217678393302,508.50300000000016,52.71,0.0,5.0,4.0,7.263300000000005,0.2518047697302091
O=C(C=1C=CC=CC1C)N2C(=NC=3C=CC=CC32)C4=CN(N=C4C=5C=CC(=CC5)C(F)(F)F)C=6C=CC=CC6,E. coli,,62.5,https://doi.org/10.1016/j.ejmech.2019.03.026,24,hybrid,N1C=C(C=N1)C1=NC2=C(N1)C=CC=C2,pyrazole,,522.5300000000002,119.61035730005928,2.0777687877084707,-,+,,8.960752099666463,522.5300000000002,52.71,0.0,5.0,4.0,7.571720000000006,0.23995190824927906
O=C(C1=CC=CC(=C1)C)N2C(=NC=3C=CC=CC32)C4=CN(N=C4C=5C=CC(=CC5)C(F)(F)F)C=6C=CC=CC6,E. coli,,62.5,https://doi.org/10.1016/j.ejmech.2019.03.026,25,hybrid,N1C=C(C=N1)C1=NC2=C(N1)C=CC=C2,pyrazole,,522.5300000000002,119.61035730005928,2.0777687877084707,-,+,,8.960752099666463,522.5300000000002,52.71,0.0,5.0,4.0,7.571720000000006,0.23995190824927906
O=C(C1=CC=C(C=C1)C)N2C(=NC=3C=CC=CC32)C4=CN(N=C4C=5C=CC(=CC5)C(F)(F)F)C=6C=CC=CC6,E. coli,,62.5,https://doi.org/10.1016/j.ejmech.2019.03.026,26,hybrid,N1C=C(C=N1)C1=NC2=C(N1)C=CC=C2,pyrazole,,522.5300000000002,119.61035730005928,2.0777687877084707,-,+,,8.960752099666463,522.5300000000002,52.71,0.0,5.0,4.0,7.571720000000006,0.23995190824927906
O=C(C1=CC=C(Cl)C=C1)N2C(=NC=3C=CC=CC32)C4=CN(N=C4C=5C=CC(=CC5)C(F)(F)F)C=6C=CC=CC6,E. coli,,62.5,https://doi.org/10.1016/j.ejmech.2019.03.026,27,hybrid,N1C=C(C=N1)C1=NC2=C(N1)C=CC=C2,pyrazole,,542.9480000000002,115.11231278133444,2.0611217796419044,-,+,,8.960752099666463,542.9480000000002,52.71,0.0,5.0,4.0,7.916700000000006,0.2272781385490588
O=C(C=1C=NC=CC1)N2C(=NC=3C=CC=CC32)C4=CN(N=C4C=5C=CC(=CC5)C)C=6C=CC=CC6,E. coli,,62.5,https://doi.org/10.1016/j.ejmech.2019.03.026,28,hybrid,N1C=C(C=N1)C1=NC2=C(N1)C=CC=C2,pyrazole,,455.5210000000002,137.20552949260292,2.137371614138479,-,+,,8.910101860758425,455.5210000000002,65.6,0.0,6.0,4.0,5.947920000000005,0.3295673483938261
O=C(C1=CN=CC(=C1)C)N2C(=NC=3C=CC=CC32)C4=CN(N=C4C=5C=CC(=CC5)C)C=6C=CC=CC6,E. coli,,62.5,https://doi.org/10.1016/j.ejmech.2019.03.026,29,hybrid,N1C=C(C=N1)C1=NC2=C(N1)C=CC=C2,pyrazole,,469.5480000000002,133.106732432041,2.124200022297671,-,+,,8.922891740981662,469.5480000000002,65.6,0.0,6.0,4.0,6.256340000000005,0.3058019661415808
O=C(C1=CN=C(C=C1)C)N2C(=NC=3C=CC=CC32)C4=CN(N=C4C=5C=CC(=CC5)C)C=6C=CC=CC6,E. coli,,62.5,https://doi.org/10.1016/j.ejmech.2019.03.026,30,hybrid,N1C=C(C=N1)C1=NC2=C(N1)C=CC=C2,pyrazole,,469.5480000000002,133.106732432041,2.124200022297671,-,+,,8.922891740981662,469.5480000000002,65.6,0.0,6.0,4.0,6.256340000000005,0.3058019661415808
O=C(C=1C=NC=CC1)N2C(=NC=3C=CC=CC32)C4=CN(N=C4C=5C=CC(F)=CC5)C=6C=CC=CC6,E. coli,,0.98,https://doi.org/10.1016/j.ejmech.2019.03.026,31,hybrid,N1C=C(C=N1)C1=NC2=C(N1)C=CC=C2,pyrazole,,459.48400000000015,2.132827258402904,0.3289556825659945,-,+,,8.910101860758425,459.48400000000015,65.6,0.0,6.0,4.0,5.778600000000004,0.33528915578587415
O=C(C1=CN=CC(=C1)C)N2C(=NC=3C=CC=CC32)C4=CN(N=C4C=5C=CC(F)=CC5)C=6C=CC=CC6,E. coli,,62.5,https://doi.org/10.1016/j.ejmech.2019.03.026,32,hybrid,N1C=C(C=N1)C1=NC2=C(N1)C=CC=C2,pyrazole,,473.51100000000014,131.99270977865345,2.1205499449154246,-,+,,8.922891740981662,473.51100000000014,65.6,0.0,6.0,4.0,6.087020000000004,0.3109323346779037
O=C(C1=CN=C(C=C1)C)N2C(=NC=3C=CC=CC32)C4=CN(N=C4C=5C=CC(F)=CC5)C=6C=CC=CC6,E. coli,,1.95,https://doi.org/10.1016/j.ejmech.2019.03.026,33,hybrid,N1C=C(C=N1)C1=NC2=C(N1)C=CC=C2,pyrazole,,473.51100000000014,4.118172545093988,0.6147045389338673,-,+,,8.922891740981662,473.51100000000014,65.6,0.0,6.0,4.0,6.087020000000004,0.3109323346779037
O=C(C=1C=NC=CC1)N2C(=NC=3C=CC=CC32)C4=CN(N=C4C=5C=CC(=CC5)C(F)(F)F)C=6C=CC=CC6,E. coli,,62.5,https://doi.org/10.1016/j.ejmech.2019.03.026,34,hybrid,N1C=C(C=N1)C1=NC2=C(N1)C=CC=C2,pyrazole,,509.49100000000016,122.67145052611328,2.088743500610775,-,+,,8.948217678393302,509.49100000000016,65.6,0.0,6.0,4.0,6.658300000000004,0.26666409404818636
O=C(C1=CN=CC(=C1)C)N2C(=NC=3C=CC=CC32)C4=CN(N=C4C=5C=CC(=CC5)C(F)(F)F)C=6C=CC=CC6,E. coli,,62.5,https://doi.org/10.1016/j.ejmech.2019.03.026,35,hybrid,N1C=C(C=N1)C1=NC2=C(N1)C=CC=C2,pyrazole,,523.5180000000001,119.3846247884504,2.0769483988243764,-,+,,8.960752099666463,523.5180000000001,65.6,0.0,6.0,4.0,6.966720000000005,0.25043203369029027
O=C(C1=CN=C(C=C1)C)N2C(=NC=3C=CC=CC32)C4=CN(N=C4C=5C=CC(=CC5)C(F)(F)F)C=6C=CC=CC6,E. coli,,1.95,https://doi.org/10.1016/j.ejmech.2019.03.026,36,hybrid,N1C=C(C=N1)C1=NC2=C(N1)C=CC=C2,pyrazole,,523.5180000000001,3.7248002933996527,0.5711029928428191,-,+,,8.960752099666463,523.5180000000001,65.6,0.0,6.0,4.0,6.966720000000005,0.25043203369029027
O=C(C=1C=CN=CC1)N2C(=NC=3C=CC=CC32)C4=CN(N=C4C=5C=CC(=CC5)C)C=6C=CC=CC6,E. coli,,62.5,https://doi.org/10.1016/j.ejmech.2019.03.026,37,hybrid,N1C=C(C=N1)C1=NC2=C(N1)C=CC=C2,pyrazole,,455.5210000000002,137.20552949260292,2.137371614138479,-,+,,8.910101860758425,455.5210000000002,65.6,0.0,6.0,4.0,5.947920000000005,0.3295673483938261
O=C(C=1C=CN=CC1)N2C(=NC=3C=CC=CC32)C4=CN(N=C4C=5C=CC(F)=CC5)C=6C=CC=CC6,E. coli,,62.5,https://doi.org/10.1016/j.ejmech.2019.03.026,38,hybrid,N1C=C(C=N1)C1=NC2=C(N1)C=CC=C2,pyrazole,,459.48400000000015,136.02214658181782,2.133609624217575,-,+,,8.910101860758425,459.48400000000015,65.6,0.0,6.0,4.0,5.778600000000004,0.33528915578587415
O=C(C=1C=CN=CC1)N2C(=NC=3C=CC=CC32)C4=CN(N=C4C=5C=CC(=CC5)C(F)(F)F)C=6C=CC=CC6,E. coli,,62.5,https://doi.org/10.1016/j.ejmech.2019.03.026,39,hybrid,N1C=C(C=N1)C1=NC2=C(N1)C=CC=C2,pyrazole,,509.49100000000016,122.67145052611328,2.088743500610775,-,+,,8.948217678393302,509.49100000000016,65.6,0.0,6.0,4.0,6.658300000000004,0.26666409404818636
N=C1N(C2=CC=C(C=C2N1CCCC=3C=CC=CC3)C)CCCC=4C=CC=CC4,E. coli,,0.5,http://dx.doi.org/10.1016/j.bmc.2015.08.029,14,hybrid,CCCC1=CC=CC=C1,,,383.53900000000016,1.3036483903853318,0.1151604727560395,-,+,не гибрид,8.831672371174363,383.53900000000016,33.71,1.0,3.0,8.0,5.496290000000005,0.4170317882901255
N1=CN=C(C=2NC=NC12)N3CCOCC3,E. coli,,256.0,https://doi.org/10.1016/j.bmcl.2018.03.046,1,hybrid,C(CN1C=NC2=C(N=CN=C12)N1CCOCC1)N1C=NC2=C1C=CC=C2,purine,,205.22099999999992,1247.435691279158,3.0960181658044506,-,+,,8.641073441804128,205.22099999999992,66.93,1.0,5.0,1.0,0.1894999999999997,0.7194331179429966
N1=CN(C=2C=CC=CC12)CCN3C=NC=4C3=NC=NC4N5CCOCC5,E. coli,,256.0,https://doi.org/10.1016/j.bmcl.2018.03.046,2a,hybrid,C(CN1C=NC2=C(N=CN=C12)N1CCOCC1)N1C=NC2=C1C=CC=C2,purine,,349.3980000000002,732.6887961579627,2.864919550616425,-,+,,8.791473205437047,349.3980000000002,73.89,0.0,8.0,4.0,1.7128,0.5584108995291102
N1=CN(C=2C=C(C(=CC12)C)C)CCN3C=NC=4C3=NC=NC4N5CCOCC5,E. coli,,256.0,https://doi.org/10.1016/j.bmcl.2018.03.046,2b,hybrid,C(CN1C=NC2=C(N=CN=C12)N1CCOCC1)N1C=NC2=C1C=CC=C2,purine,,377.45200000000017,678.2319341267231,2.831378234407731,-,+,,8.818338538521378,377.45200000000017,73.89,0.0,8.0,4.0,2.3296400000000004,0.5434412960553467
N=1C=NC(=C2N=CN(C12)CCN3C(=NC=4C=CC=CC43)C)N5CCOCC5,E. coli,,512.0,https://doi.org/10.1016/j.bmcl.2018.03.046,2c,hybrid,C(CN1C=NC2=C(N=CN=C12)N1CCOCC1)N1C=NC2=C1C=CC=C2,purine,,363.4250000000002,1408.8188759716577,3.148855161865675,-,+,,8.804937509573431,363.4250000000002,73.89,0.0,8.0,4.0,2.02122,0.5522709286788389
FC(F)(F)C1=NC=2C=CC=CC2N1CCN3C=NC=4C3=NC=NC4N5CCOCC5,E. coli,,32.0,https://doi.org/10.1016/j.bmcl.2018.03.046,2d,hybrid,C(CN1C=NC2=C(N=CN=C12)N1CCOCC1)N1C=NC2=C1C=CC=C2,purine,,417.39500000000027,76.66598785323251,1.8846027359992283,-,+,,8.844935591952018,417.39500000000027,73.89,0.0,8.0,4.0,2.7316000000000003,0.5084871770207563
O=N(=O)C=1C=CC2=C(N=C(N2CCN3C=NC=4C3=NC=NC4N5CCOCC5)C)C1,E. coli,,128.0,https://doi.org/10.1016/j.bmcl.2018.03.046,2e,hybrid,C(CN1C=NC2=C(N=CN=C12)N1CCOCC1)N1C=NC2=C1C=CC=C2,purine,,408.42200000000025,313.4013348938106,2.4961008419595694,-,+,,8.844935591952018,408.42200000000025,117.03,0.0,10.0,5.0,1.92942,0.3631544643215585
O=C(C1=NC=2C=CC=CC2N1CCN3C=NC=4C3=NC=NC4N5CCOCC5)C,E. coli,,128.0,https://doi.org/10.1016/j.bmcl.2018.03.046,2f,hybrid,C(CN1C=NC2=C(N=CN=C12)N1CCOCC1)N1C=NC2=C1C=CC=C2,purine,,391.4350000000002,327.0019288004392,2.5145503143266987,-,+,,8.831672371174363,391.4350000000002,90.96,0.0,9.0,5.0,1.9154,0.48006728138015586
N=1C=NC(=C2N=CN(C12)CC3=NC=4C=CC=CC4N3CC)N5CCOCC5,E. coli,,128.0,https://doi.org/10.1016/j.bmcl.2018.03.046,3a,hybrid,C(N1C=NC2=C(N=CN=C12)N1CCOCC1)C1=NC2=C(N1)C=CC=C2,purine,,363.4250000000002,352.2047189929144,2.5467951705377123,-,+,,8.804937509573431,363.4250000000002,73.89,0.0,8.0,4.0,2.0808,0.5526765599970208
N=1C=NC(=C2N=CN(C12)CC3=NC=4C=CC=CC4N3CCCC)N5CCOCC5,E. coli,,64.0,https://doi.org/10.1016/j.bmcl.2018.03.046,3b,hybrid,C(N1C=NC2=C(N=CN=C12)N1CCOCC1)C1=NC2=C(N1)C=CC=C2,purine,,391.4790000000003,163.48258782718855,2.2134715037041808,-,+,,8.831672371174363,391.4790000000003,73.89,0.0,8.0,6.0,2.8610000000000007,0.5031815084986374
N=1C=NC(=C2N=CN(C12)CC3=NC=4C=CC=CC4N3CCCCCC)N5CCOCC5,E. coli,,128.0,https://doi.org/10.1016/j.bmcl.2018.03.046,3c,hybrid,C(N1C=NC2=C(N=CN=C12)N1CCOCC1)C1=NC2=C(N1)C=CC=C2,purine,,419.5330000000004,305.10114818143,2.484443842017763,-,+,,8.858125234884326,419.5330000000004,73.89,0.0,8.0,8.0,3.641200000000002,0.40608347458464183
N=1C=NC(=C2N=CN(C12)CC3=NC=4C=CC=CC4N3CCCCCCCC)N5CCOCC5,E. coli,,256.0,https://doi.org/10.1016/j.bmcl.2018.03.046,3d,hybrid,C(N1C=NC2=C(N=CN=C12)N1CCOCC1)C1=NC2=C(N1)C=CC=C2,purine,,447.5870000000005,571.9558432215407,2.7573625011960514,-,+,,8.884273883353071,447.5870000000005,73.89,0.0,8.0,10.0,4.421400000000004,0.33511946786011115
N=1C=NC(=C2N=CN(C12)CC3=NC=4C=CC=CC4N3CCCCCCCCCC)N5CCOCC5,E. coli,,32.0,https://doi.org/10.1016/j.bmcl.2018.03.046,3e,hybrid,C(N1C=NC2=C(N=CN=C12)N1CCOCC1)C1=NC2=C(N1)C=CC=C2,purine,,475.6410000000006,67.27763165917143,1.827870694807442,-,+,,8.910101860758425,475.6410000000006,73.89,0.0,8.0,12.0,5.201600000000004,0.26222173498513696
N=1C=NC(=C2N=CN(C12)CC3=NC=4C=CC=CC4N3CCCCCCCCCCCC)N5CCOCC5,E. coli,,32.0,https://doi.org/10.1016/j.bmcl.2018.03.046,3f,hybrid,C(N1C=NC2=C(N=CN=C12)N1CCOCC1)C1=NC2=C(N1)C=CC=C2,purine,,503.6950000000007,63.53050953453966,1.8029823385266912,-,+,,8.935597317008098,503.6950000000007,73.89,0.0,8.0,14.0,5.981800000000006,0.1970719291266407
N=1C=NC(=C2N=CN(C12)CC3=NC=4C=CC=CC4N3CCCCCCCCCCCCCCCC)N5CCOCC5,E. coli,,512.0,https://doi.org/10.1016/j.bmcl.2018.03.046,3g,hybrid,C(N1C=NC2=C(N=CN=C12)N1CCOCC1)C1=NC2=C(N1)C=CC=C2,purine,,559.8030000000006,914.6074601243644,2.961234739443124,-,+,,8.98556103370835,559.8030000000006,73.89,0.0,8.0,18.0,7.542200000000008,0.11725792869923449
N=1C=NC(=C2N=CN(C12)CC3=NC=4C=CC=CC4N3CC=C)N5CCOCC5,E. coli,,256.0,https://doi.org/10.1016/j.bmcl.2018.03.046,3h,hybrid,C(N1C=NC2=C(N=CN=C12)N1CCOCC1)C1=NC2=C(N1)C=CC=C2,purine,,375.43600000000026,681.8738746417495,2.8337040511774667,-,+,,8.818338538521378,375.43600000000026,73.89,0.0,8.0,5.0,2.2469,0.4982734272500246
C#CCN1C(=NC=2C=CC=CC21)CN3C=NC=4C3=NC=NC4N5CCOCC5,E. coli,,128.0,https://doi.org/10.1016/j.bmcl.2018.03.046,3i,hybrid,C(N1C=NC2=C(N=CN=C12)N1CCOCC1)C1=NC2=C(N1)C=CC=C2,purine,,373.4200000000002,342.77756949279615,2.5350123950357992,-,+,,8.818338538521378,373.4200000000002,73.89,0.0,8.0,4.0,1.6941,0.5070722502902208
N=1C=NC(=C2N=CN(C12)CC3=NC=4C=CC=CC4N3CC=5C=CC=CC5)N6CCOCC6,E. coli,,256.0,https://doi.org/10.1016/j.bmcl.2018.03.046,4a,hybrid,C(N1C=NC2=C(N=CN=C12)N1CCOCC1)C1=NC2=C(N1)C=CC=C2,purine,,425.49600000000027,601.6507793257747,2.7793444835847634,-,+,,8.871238734620038,425.49600000000027,73.89,0.0,8.0,5.0,3.1092000000000013,0.430832502810507
FC=1C=CC=CC1CN2C(=NC=3C=CC=CC32)CN4C=NC=5C4=NC=NC5N6CCOCC6,E. coli,,64.0,https://doi.org/10.1016/j.bmcl.2018.03.046,4b,hybrid,C(N1C=NC2=C(N=CN=C12)N1CCOCC1)C1=NC2=C(N1)C=CC=C2,purine,,443.4860000000003,144.3112071181502,2.159300059441202,-,+,,8.884273883353071,443.4860000000003,73.89,0.0,8.0,5.0,3.2483000000000013,0.4152563239825261
FC1=CC=CC(=C1)CN2C(=NC=3C=CC=CC32)CN4C=NC=5C4=NC=NC5N6CCOCC6,E. coli,,128.0,https://doi.org/10.1016/j.bmcl.2018.03.046,4c,hybrid,C(N1C=NC2=C(N=CN=C12)N1CCOCC1)C1=NC2=C(N1)C=CC=C2,purine,,443.4860000000003,288.6224142363004,2.460330055105184,-,+,,8.884273883353071,443.4860000000003,73.89,0.0,8.0,5.0,3.2483000000000004,0.4152563239825261
FC1=CC=C(C=C1)CN2C(=NC=3C=CC=CC32)CN4C=NC=5C4=NC=NC5N6CCOCC6,E. coli,,256.0,https://doi.org/10.1016/j.bmcl.2018.03.046,4d,hybrid,C(N1C=NC2=C(N=CN=C12)N1CCOCC1)C1=NC2=C(N1)C=CC=C2,purine,,443.4860000000003,577.2448284726008,2.761360050769165,-,+,,8.884273883353071,443.4860000000003,73.89,0.0,8.0,5.0,3.2483000000000004,0.4152563239825261
ClC=1C=CC=CC1CN2C(=NC=3C=CC=CC32)CN4C=NC=5C4=NC=NC5N6CCOCC6,E. coli,,256.0,https://doi.org/10.1016/j.bmcl.2018.03.046,4e,hybrid,C(N1C=NC2=C(N=CN=C12)N1CCOCC1)C1=NC2=C(N1)C=CC=C2,purine,,459.94100000000026,556.5931282490577,2.745537840190734,-,+,,8.884273883353071,459.94100000000026,73.89,0.0,8.0,5.0,3.7626000000000026,0.3981508876428179
ClC1=CC=CC(=C1)CN2C(=NC=3C=CC=CC32)CN4C=NC=5C4=NC=NC5N6CCOCC6,E. coli,,128.0,https://doi.org/10.1016/j.bmcl.2018.03.046,4f,hybrid,C(N1C=NC2=C(N=CN=C12)N1CCOCC1)C1=NC2=C(N1)C=CC=C2,purine,,459.94100000000026,278.29656412452886,2.4445078445267527,-,+,,8.884273883353071,459.94100000000026,73.89,0.0,8.0,5.0,3.7626000000000026,0.3981508876428179
ClC1=CC=C(C=C1)CN2C(=NC=3C=CC=CC32)CN4C=NC=5C4=NC=NC5N6CCOCC6,E. coli,,256.0,https://doi.org/10.1016/j.bmcl.2018.03.046,4g,hybrid,C(N1C=NC2=C(N=CN=C12)N1CCOCC1)C1=NC2=C(N1)C=CC=C2,purine,,459.94100000000026,556.5931282490577,2.745537840190734,-,+,,8.884273883353071,459.94100000000026,73.89,0.0,8.0,5.0,3.7626000000000026,0.3981508876428179
N1=CN=C(C=2NC=NC12)N3CCCCC3,E. coli,,256.0,https://doi.org/10.1016/j.bmcl.2018.03.046,5a,hybrid,C1CN(CCO1)C1=NC=NC2=C1NC=N2,purine,,203.2489999999999,1259.538792318782,3.100211547801219,-,+,нет бензимидазола,8.641073441804128,203.2489999999999,57.7,1.0,4.0,1.0,1.3432,0.7595354927253046
N=1C=NC(=C2N=CN(C12)CC3=NC=4C=CC=CC4N3CCCCCC)N5CCCCC5,E. coli,,256.0,https://doi.org/10.1016/j.bmcl.2018.03.046,6a,hybrid,C(N1C=NC2=C(N=CN=C12)N1CCCCC1)C1=NC2=C(N1)C=CC=C2,purine,,417.5610000000004,613.0840763385463,2.787520036322783,-,+,,8.858125234884326,417.5610000000004,64.66,0.0,7.0,8.0,4.794900000000005,0.3855707499723378
N1=CN=C(C=2NC=NC12)N3CCCC3,E. coli,,256.0,https://doi.org/10.1016/j.bmcl.2018.03.046,5b,hybrid,C1CN(CCO1)C1=NC=NC2=C1NC=N2,purine,,189.22199999999992,1352.9082242022605,3.1312683368234966,-,+,нет бензимидазола,8.62746945134546,189.22199999999992,57.7,1.0,4.0,1.0,0.9530999999999998,0.7253199760400634
N=1C=NC(=C2N=CN(C12)CC3=NC=4C=CC=CC4N3CCCCCC)N5CCCC5,E. coli,,256.0,https://doi.org/10.1016/j.bmcl.2018.03.046,6b,hybrid,C(N1C=NC2=C(N=CN=C12)N1CCCC1)C1=NC2=C(N1)C=CC=C2,purine,,403.5340000000004,634.3951191225516,2.8023598329692305,-,+,,8.844935591952018,403.5340000000004,64.66,0.0,7.0,8.0,4.404800000000003,0.40795936802694027
C1=C2C(=CC=C1Br)N(C(C=C2C)=O)CC3=C[N](N=N3)CC4=CC=C(C(=C4)C(=O)[H])O[H],E. coli (CIP 53154),5.52,,https://doi.org/10.1016/j.molstruc.2023.135179,6a,hybrid,C1=CC=C2C(=C1)C=CC(=O)N2,хинолон,,453.29600000000016,5.52,0.7419390777291989,-,+,нет бензимидазола,8.831672371174363,453.29600000000016,90.01,1.0,7.0,5.0,3.278620000000001,0.46882557747294207
C1=C2C(=CC=C1F)N(C(C=C2C)=O)CC3=C[N](N=N3)CC4=CC=C(C(=C4)C(=O)[H])O[H],E. coli (CIP 53154),6.37,,https://doi.org/10.1016/j.molstruc.2023.135179,6b,hybrid,C1=CC=C2C(=C1)C=CC(=O)N2,,,392.39000000000016,6.37,0.8041394323353505,-,+,нет бензимидазола,8.831672371174363,392.39000000000016,90.01,1.0,7.0,5.0,2.655220000000001,0.5275756482229167
C1=C2C(=CC=C1Br)N(C(C=C2C)=O)CC3=C[N](N=N3)CC4=CC=C(C(=C4)C5=NC6=C([N]5)C=CC=C6)O,E. coli (CIP 53154),0.14,,https://doi.org/10.1016/j.molstruc.2023.135179,7a,hybrid,[H]OC1=CC=C(CN2C=C(CN3C(=O)C=CC4=CC=CC=C34)N=N2)C=C1C1=NC2=C([N]1)C=CC=C2,"quinolone-1,2,3-triazole",,540.4010000000003,0.14,-0.8538719643217619,-,+,,8.922891740981662,540.4010000000003,99.4,1.0,7.0,5.0,4.793920000000004,0.34654223197927597
C1=C2C(=CC=C1F)N(C(C=C2C)=O)CC3=C[N](N=N3)CC4=CC=C(C(=C4)C5=NC6=C([N]5)C=CC=C6)O[H],E. coli (CIP 53154),0.32,,https://doi.org/10.1016/j.molstruc.2023.135179,7h,hybrid,[H]OC1=CC=C(CN2C=C(CN3C(=O)C=CC4=CC=CC=C34)N=N2)C=C1C1=NC2=C([N]1)C=CC=C3,"quinolone-1,2,3-triazole",,479.4950000000002,0.32,-0.494850021680094,-,+,,8.922891740981662,479.4950000000002,99.4,1.0,7.0,5.0,4.170520000000004,0.4089799350959652
C1=C2C(=CC=C1Br)N(C(C=C2C)=O)CC3=C[N](N=N3)CC4=CC=C(C(=C4)C5=NC6=C([N]5)C=CC(=C6)C)O[H],E. coli (CIP 53154),4.5,,https://doi.org/10.1016/j.molstruc.2023.135179,7b,hybrid,[H]OC1=CC=C(CN2C=C(CN3C(=O)C=CC4=CC=CC=C34)N=N2)C=C1C1=NC2=C([N]1)C=CC=C4,"quinolone-1,2,3-triazole",,554.4280000000003,4.5,0.6532125137753437,-,+,,8.935597317008098,554.4280000000003,99.4,1.0,7.0,5.0,5.102340000000004,0.3268287236787593
