Smiles,LogPReward,HeavyAtomCountReward,NumHAcceptorsReward,NumHDonorsReward,PAINSReward,SureChEMBLReward,GlaxoReward,DockingScore1Reward,DockingScore2Reward,Reward,LogPProperty,HeavyAtomCountProperty,NumHAcceptorsProperty,NumHDonorsProperty,PAINSProperty,SureChEMBLProperty,GlaxoProperty,DockingScore1Property,DockingScore2Property,Epoch,file_name,SAScore,Lipinski,QED,BRENK,Predicted MIC
O=C(Nc1ccc2c(c1)OCO2)Nc1cc2c(c(-c3ccc4c(c3)OCO4)c1-c1ccc3c(c1)OCCO3)NCN2,-0.6881000000000039,-1.0,-0.0,-0.0,-0.0,-0.0,-0.0,9.8,5.4,13.511899999999995,5.688100000000004,41,9,4,0,0,0,-9.8,-5.4,200,A,3.081915279181139,False,0.2531219832220812,False,0.0842253882100776
NC(=O)Nc1cc2c(cc1-c1cc3c(cc1-c1ccc4c(c1)OCO4)NC(NC(N)=O)N3)OCCO2,-0.0,-0.0,-0.0,-1.0,-0.0,-0.0,-0.0,8.4,13.2,20.6,2.8004000000000016,36,8,6,0,0,0,-8.4,-13.2,200,A,3.600293020619347,True,0.3240279621023297,False,0.04353097271166885
NC(=O)NNC(=O)Nc1c(C2COc3ccccc3O2)cc(-c2ccc3c(c2)OCO3)c2c1NCN2,-0.0,-0.0,-0.0,-1.0,-0.0,-0.0,-1.0,9.0,10.1,17.1,3.0945,36,8,6,0,0,1,-9.0,-10.1,200,A,3.745142378184859,True,0.3058716971012687,True,0.02515746849940271
Cn1ncc2c1CC(c1cc3c(c(-c4ccc5c(c4)OCO5)c1)NCN3)CC2NC(=O)Nc1cccc2c1OCO2,-0.0,-1.0,-0.0,-0.0,-0.0,-0.0,-0.0,9.2,4.2,12.4,4.932200000000003,41,9,4,0,0,0,-9.2,-4.2,200,A,4.146912927608442,True,0.2813873630048339,False,0.11565212272513993
CC1CCCCC1c1cc2c(c(-c3ccc4c(c3)OCO4)c1)N(NC(=O)Nc1ccc3c(c1)OCO3)CN2,-1.0308000000000046,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,10.6,11.4,20.9692,6.030800000000005,38,7,3,0,0,0,-10.6,-11.4,200,A,3.8209515228722895,False,0.3913908330617824,False,0.16832339284769476
O=C(Nc1cc2c(cc1-c1cc(-c3ccc4c(c3)OCO4)on1)NCN2)Nc1cccc2c1OCO2,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,10.5,12.7,23.2,4.904900000000001,36,9,4,0,0,0,-10.5,-12.7,200,A,3.110509517802626,True,0.3188568083714915,False,0.06549185045262994
NC(=O)Nc1c(-c2ccc3c(c2)OCO3)c(C2CCCO2)cc2c1N(c1ccc3c(c1)OCO3)CN2,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,8.0,8.9,16.9,4.674200000000003,36,8,3,0,0,0,-8.0,-8.9,200,A,3.6547974808180737,True,0.4850510683413767,False,0.09804879207940498
O=C(Nc1ccc2c(c1)OCO2)Nc1cc(-c2nnc(-c3cccc4c3OCO4)o2)cc2c1NCN2,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,10.3,11.9,22.200000000000003,4.299900000000001,36,10,4,0,0,0,-10.3,-11.9,200,A,3.081411890196588,True,0.3298673649081181,False,0.0588092837042762
NC(=O)Nc1cc2c(c(-c3cc4c(cc3-c3ccc5cc[nH]c5c3)NC(NC(N)=O)N4)c1)OCO2,-0.0,-0.0,-0.0,-2.0,-0.0,-0.0,-0.0,9.4,12.6,20.0,3.510500000000002,35,6,7,0,0,0,-9.4,-12.6,200,A,3.6874401344703,True,0.2402275334858661,False,0.03673105061344594
NC(=O)Nc1cc(-c2nnc(-c3cc(-c4cccc5c4OCO5)cc4c3OCO4)o2)cc2c1NCN2,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,10.8,11.2,22.0,3.813500000000001,36,10,4,0,0,0,-10.8,-11.2,200,A,3.32263896722818,True,0.3345305688107907,False,0.032258279926640626
O=C(Nc1cc2c(c(-c3cc(-c4ccc5c(c4)OCO5)cc4c3NCN4)c1)OCO2)NN1CCCC1=O,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,10.4,11.5,21.9,3.9318000000000017,37,8,4,0,0,0,-10.4,-11.5,200,A,3.3121688571108745,True,0.4242975829390599,False,0.03804012520950734
NC(=O)Nc1cc2c(c(-c3cc4c(c(-c5cccc6c5OCO6)c3-c3ccc5c(c3)OCO5)NCN4)c1)OCO2,-0.1592000000000037,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,8.3,5.5,13.640799999999995,5.159200000000004,40,9,4,0,0,0,-8.3,-5.5,200,A,3.33586138875374,False,0.2779264327776318,False,0.030259377959196566
NC(=O)NNC(=O)Nc1c(C2CCCCC2)cc(-c2ccc3c(c2)OCO3)c2c1NCN2,-0.0,-0.0,-0.0,-1.0,-0.0,-0.0,-1.0,10.0,10.7,18.7,3.6297000000000006,32,6,6,0,0,1,-10.0,-10.7,200,A,3.194929980609336,True,0.4047113690720181,True,0.031772409671161427
Oc1cc2c(cc1-c1cc(-c3cccc4c3OCO4)cc3c1OCO3)NC(c1ccc3c(c1)OCO3)N2,-0.4485000000000028,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,10.5,13.1,23.1515,5.448500000000003,37,9,3,0,0,0,-10.5,-13.1,200,A,3.5540977777768177,True,0.3198902140404661,True,0.09524200624398639
NC(=O)NNC(=O)NN1CNc2c(-c3ccc4c(c3)OCO4)cc(-c3ccnc4ccccc34)cc21,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1.0,10.1,11.3,20.4,3.284400000000001,36,7,5,0,0,1,-10.1,-11.3,200,A,3.1614867797929724,True,0.2814785972784454,True,0.021067708102730027
O=C1CCCN1c1nnc(-c2cc3c(c(-c4ccc5c(c4)OCO5)c2)NC(c2ccc4c(c2)OCO4)N3)o1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,11.0,11.5,22.5,4.524000000000002,38,10,2,0,0,0,-11.0,-11.5,200,A,3.6238305966897766,True,0.4044739236258406,False,0.1113720415333819
NC(=O)NNC(=O)Nc1c(-c2ccc3c(c2)OCO3)ccc2c1NC(c1ccc3c(c1)OCO3)N2,-0.0,-0.0,-0.0,-1.0,-0.0,-0.0,-1.0,9.7,11.3,19.0,3.0520000000000005,35,8,6,0,0,1,-9.7,-11.3,200,A,3.452493604296923,True,0.3149857630197032,True,0.06862039220048992
O=C(NNC(=O)Nc1cc(-c2ccc3c(c2)OCO3)cc2c1NCN2)Nc1ccc2c(c1)OCO2,-0.0,-0.0,-0.0,-1.0,-0.0,-0.0,-1.0,10.3,9.7,18.0,3.4641,35,8,6,0,0,1,-10.3,-9.7,200,A,2.9662780657766312,True,0.3156097447651069,True,0.04135269393578252
NC(=O)Nc1cc(-c2cc3c(cc2-c2cc(-c4ccc5c(c4)OCO5)cc4c2OCO4)NCN3)cc2c1OCO2,-0.159200000000002,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,10.1,9.8,19.7408,5.159200000000002,40,9,4,0,0,0,-10.1,-9.8,200,A,3.3170552609832047,False,0.2779264327776318,False,0.04491504292904766
c1cc2c(cc1-c1nnc(-c3cc4c(cc3-c3ccc5c(c3)OCO5)NC(c3ccc5c(c3)OCO5)N4)o1)OCO2,-0.7929000000000039,-1.0,-1.0,-0.0,-0.0,-0.0,-0.0,10.4,12.8,20.4071,5.792900000000004,41,11,2,0,0,0,-10.4,-12.8,200,A,3.498539295568465,False,0.2839438203032774,False,0.1177329299612479
NC(=O)Nc1cc(O)c(-c2ccc3c(c2)OCO3)c2c1NCN2c1cccc2c1OCO2,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,9.5,11.8,21.3,3.528300000000001,32,8,4,0,0,0,-9.5,-11.8,200,A,3.1132778714281946,True,0.4612396022880257,True,0.07055933542221049
NC(=O)NNC(=O)Nc1cc(-c2cnc(-c3ccc4c(c3)OCO4)nc2)cc2c1NCN2,-0.0,-0.0,-0.0,-1.0,-0.0,-0.0,-1.0,9.7,12.9,20.6,2.039,32,8,6,0,0,1,-9.7,-12.9,200,A,3.086011370187501,True,0.3409051969758209,True,1.4212226326312065
NC(=O)Nc1c(NC(N)=O)c(-c2ccc3c(c2)OCO3)c2c(c1-c1ccc3c(c1)OCO3)NCN2,-0.0,-0.0,-0.0,-1.0,-0.0,-0.0,-0.0,9.8,9.8,18.6,3.254100000000001,35,8,6,0,0,0,-9.8,-9.8,200,A,3.2819557992706674,True,0.3330163914976483,False,0.05114742941317495
O=C(Nc1cc(-c2cc3c(cc2-c2ccc4c(c2)OCO4)NCN3)no1)Nc1cccc2c1OCO2,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,10.1,10.9,21.0,4.904900000000002,36,9,4,0,0,0,-10.1,-10.9,200,A,3.1630006752433166,True,0.3188568083714914,False,0.058765497401550876
NC(=O)Nc1c(-c2ccc3c(c2)OCO3)cc2c(c1NC(=O)Nc1ccc3c(c1)OCO3)NCN2,-0.0,-0.0,-0.0,-1.0,-0.0,-0.0,-0.0,9.4,12.4,20.8,3.7405,35,8,6,0,0,0,-9.4,-12.4,200,A,3.057539402155843,True,0.3324196281368136,False,0.039404220015369286
NC(=O)Nc1cc2c(c(C3Nc4cc(C5COc6ccccc6O5)cc(NC(N)=O)c4N3)c1)OCO2,-0.0,-0.0,-0.0,-1.0,-0.0,-0.0,-0.0,10.6,11.2,20.8,3.4452,36,8,6,0,0,0,-10.6,-11.2,200,A,3.936528107122479,True,0.3227567271006703,False,0.004006340221308068
NC(=O)Nc1c(NS(=O)(=O)c2ccc3c(c2)OCO3)cc2c(c1-c1cccc3c1OCO3)NCN2,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,9.2,8.9,18.1,2.8972999999999995,35,9,5,0,0,0,-9.2,-8.9,200,A,3.2208819226522376,True,0.3566798941980171,False,0.04936977552037291
Oc1cc2c(cc1-c1ccc3c(c1)OCO3)N(c1ccc3c(c1)OCO3)C(c1ccc3c(c1)OCO3)N2,-0.5077000000000034,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,8.0,11.3,18.7923,5.507700000000003,37,9,2,0,0,0,-8.0,-11.3,200,A,3.3362650505040907,True,0.3811048424650122,False,0.33262619077001665
NC(=O)Nc1cc2c(c(-c3cc4c(cc3C3COc5ccccc5O3)NC(c3ccc5c(c3)OCO5)N4)c1)OCO2,-0.3503000000000043,-1.0,-0.0,-0.0,-0.0,-0.0,-0.0,10.3,1.4,10.349699999999997,5.350300000000004,41,9,4,0,0,0,-10.3,-1.4,200,A,3.9180886428023367,False,0.2642566219313854,False,0.05168922716558799
NC(=O)Nc1c(-c2ccc3c(c2)OC(c2ccc4c(c2)OCO4)CO3)cc(-c2ccc3c(c2)OCO3)c2c1NCN2,-0.2760000000000024,-1.0,-0.0,-0.0,-0.0,-0.0,-0.0,9.3,5.3,13.323999999999998,5.2760000000000025,41,9,4,0,0,0,-9.3,-5.3,200,A,3.7535821188205993,False,0.2668614214113913,False,0.06532535291053469
NC(=O)Nc1cc2c(c(-c3cc(-c4ccc5c(c4)OCO5)c(-c4ccc5c(c4)OCO5)c4c3NCN4)c1)OCO2,-0.159200000000002,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,8.2,13.8,21.8408,5.159200000000002,40,9,4,0,0,0,-8.2,-13.8,200,A,3.257708064112279,False,0.2779264327776318,False,0.05561653472129557
c1cc2c(cc1Oc1cc3c(cc1-c1ccc4c(c1)OCO4)NC(c1ccc4c(c1)OCO4)N3)OCO2,-0.8682000000000052,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,10.1,11.7,20.9318,5.868200000000005,37,9,2,0,0,0,-10.1,-11.7,200,A,3.298071325310365,True,0.3601721480413278,False,0.03866516863204289
NC(=O)Nc1cc2c(cc1-c1cc3c(cc1-c1ccc4c(c1)OCO4)NC(c1ccc4c(c1)OCO4)N3)OCCO2,-0.2760000000000042,-1.0,-0.0,-0.0,-0.0,-0.0,-0.0,10.3,8.6,17.623999999999995,5.276000000000004,41,9,4,0,0,0,-10.3,-8.6,200,A,3.5350348842370023,False,0.2668614214113912,False,0.04889299581058218
NC(=O)Nc1cc(-c2ccc3c(c2)OCO3)c(-c2ccc3c(c2)OCO3)c2c1NC(c1ccc3c(c1)OCO3)N2,-0.233500000000002,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,8.1,-0.0,7.866499999999998,5.233500000000002,40,9,4,0,0,0,-8.1,8.1,200,A,3.546930039855628,False,0.2753621814218863,False,0.09986092026114642
O=C(Nc1ccc2c(c1)OCO2)Nc1nnc(-c2ccc3c(c2)NCN3c2ccc3c(c2)OCO3)o1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,9.2,8.7,17.9,4.359100000000002,36,10,3,0,0,0,-9.2,-8.7,200,A,2.8750032633094555,True,0.3821767630885334,False,0.10917304903047095
NC(=O)Nc1cc(N2CNc3cc(-c4ccc5c(c4)OCCO5)c(-c4ccc5c(c4)OCO5)cc32)cc2c1OCO2,-0.2609000000000039,-1.0,-0.0,-0.0,-0.0,-0.0,-0.0,10.0,13.3,22.0391,5.260900000000004,41,9,3,0,0,0,-10.0,-13.3,200,A,3.192749613699079,False,0.3107867819122528,False,0.0663837598504664
c1cc2c(c(-c3c(Cc4ccc5c(c4)OCO5)c(-c4ccc5c(c4)OCO5)cc4c3NCN4)c1)OCO2,-0.5924000000000058,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,9.9,9.0,18.3076,5.592400000000006,37,8,2,0,0,0,-9.9,-9.0,200,A,3.1468522460749995,True,0.3800924042777283,False,0.03773904630805243
NC(=O)Nc1cc(-c2cc3c(cc2NC(N)=O)NCN3c2ccc3c(c2)OCO3)no1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,10.4,10.9,21.3,2.5726000000000004,31,8,5,0,0,0,-10.4,-10.9,200,A,3.1365448444839874,True,0.4261036511649157,False,0.06559617687370453
NC(=O)Nc1c(-c2ccc3c(c2)OCO3)c(-c2ccc3c(c2)OCCO3)cc2c1N(NC(N)=O)CN2,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,9.5,9.1,18.6,2.7838000000000003,36,8,5,0,0,0,-9.5,-9.1,200,A,3.2442522278064985,True,0.3728092062765045,False,0.0764595833891153
c1cc2c(c(-c3c(Nc4ccc5c(c4)OCO5)cc4c(c3-c3ccc5c(c3)OCO5)NCN4)c1)OCO2,-0.745200000000005,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,9.2,10.3,18.7548,5.745200000000005,37,9,3,0,0,0,-9.2,-10.3,200,A,3.133472620295372,True,0.3275457080790594,False,0.054681975960336096
NC(=O)Nc1cc2c(cc1-c1c(-c3ccc4c(c3)OCO4)cc3c(c1-c1ccc4c(c1)OCO4)NCN3)OCCO2,-0.2017000000000033,-1.0,-0.0,-0.0,-0.0,-0.0,-0.0,7.6,8.5,14.898299999999995,5.201700000000003,41,9,4,0,0,0,-7.6,-8.5,200,A,3.2515282532413554,False,0.2694016638255397,False,0.04073749322731161
NC(=O)Nc1cc2c(cc1-c1nnc(-c3ccc4c(c3)OCO4)o1)NCN2NC(N)=O,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,9.8,11.9,21.700000000000003,1.3955999999999995,31,9,5,0,0,0,-9.8,-11.9,200,A,3.192786676808966,True,0.4129361346602507,False,0.09514299866473776
NC(=O)Nc1c2c(cc(-c3ccc4c(c3)OCO4)c1-c1cc(-c3ccc4c(c3)OCO4)cc3c1OCO3)NCN2,-0.159200000000002,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,8.8,8.3,16.9408,5.159200000000002,40,9,4,0,0,0,-8.8,-8.3,200,A,3.2885403978802064,False,0.2779264327776318,False,0.027782122476662403
NC(=O)NNC(=O)Nc1c(C2COc3ccccc3O2)cc2c(c1-c1ccc3c(c1)OCO3)NCN2,-0.0,-0.0,-0.0,-1.0,-0.0,-0.0,-1.0,9.0,11.0,18.0,3.0945,36,8,6,0,0,1,-9.0,-11.0,200,A,3.724345455107935,True,0.3058716971012687,True,0.05617453503058876
NC(=O)Nc1ccc(-c2cc3c(c(-c4ccc5c(c4)OCO5)c2-c2ccc4c(c2)OCO4)NCN3)cc1,-0.430500000000003,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,8.4,10.9,18.8695,5.430500000000003,37,7,4,0,0,0,-8.4,-10.9,200,A,2.9397835360099567,True,0.2989269756249562,False,0.05731986697472957
c1cc2c(c(N3CNc4c(-c5ccc6c(c5)OCO6)cc(Cc5ccc6c(c5)OCO6)cc43)c1)OCO2,-0.6516000000000046,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,10.5,12.6,22.448399999999992,5.651600000000005,37,8,1,0,0,0,-10.5,-12.6,200,A,3.0536027658255174,True,0.3903200233339169,False,0.03551656588705182
NC(=O)NN1CNc2cc(-c3ccc4c(c3)OCO4)c(-c3cc(-c4ccc5c(c4)OCO5)cc4c3OCO4)cc21,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,9.3,9.5,18.8,4.646400000000003,40,9,3,0,0,0,-9.3,-9.5,200,A,3.276563474803284,True,0.3405182271832768,False,0.05794248693626895
NC(=O)NN1c2cc(-c3ccc4c(c3)OCO4)c(O)cc2NC1c1ccc2c(c1)OCO2,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,10.5,10.6,21.1,3.0306000000000006,32,8,4,0,0,0,-10.5,-10.6,200,A,3.4353958306850227,True,0.4954203220005872,False,0.16045071410137982
NC(=O)Nc1c2c(cc(C3COc4cc(-c5ccc6c(c5)OCO6)ccc4O3)c1-c1ccc3c(c1)OCO3)NCN2,-0.2760000000000033,-1.0,-0.0,-0.0,-0.0,-0.0,-0.0,9.5,3.9,12.123999999999995,5.276000000000003,41,9,4,0,0,0,-9.5,-3.9,200,A,3.721211870886714,False,0.2668614214113913,False,0.04308650950223261
NC(=O)Nc1cc2c(c(NC(N)=O)c1-c1nnc(-c3ccc4c(c3)OCO4)o1)NCN2,-0.0,-0.0,-0.0,-1.0,-0.0,-0.0,-0.0,10.2,11.9,21.1,1.9084,31,9,6,0,0,0,-10.2,-11.9,200,A,3.209005345780444,True,0.3627820463660072,False,0.047607759449975987
NC(=O)NC1Nc2cc(-c3ccc4c(c3)OC(c3cccc5c3OCO5)CO4)cc(-c3ccc4c(c3)OCO4)c2N1,-0.0,-1.0,-0.0,-0.0,-0.0,-0.0,-0.0,8.9,10.2,18.1,4.779800000000003,41,9,4,0,0,0,-8.9,-10.2,200,A,4.026899958759108,True,0.282157226613596,False,0.1503484238959969
NC(=O)Nc1cc2c(c(-c3c(-c4ccc5c(c4)OCO5)ccc4c3NCN4NC(N)=O)c1)OCO2,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,8.4,10.5,18.9,2.7413,35,8,5,0,0,0,-8.4,-10.5,200,A,3.258403628668993,True,0.3838268908910186,False,0.043815958871910136
O=C(Nc1ccc2c(c1)OCO2)Nc1nnc(-c2cc3c(cc2-c2ccnc4ccccc24)NCN3)o1,-0.1194000000000032,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,10.0,11.5,21.3806,5.119400000000003,37,9,4,0,0,0,-10.0,-11.5,200,A,3.0222229586057097,True,0.2689292163968865,False,0.03328384310248983
NC(=O)NN1CN(c2ccc3c(c2)OCO3)c2cc(-c3ccc4c(c3)OCO4)c(-c3ccc4c(c3)OCCO4)cc21,-0.0,-1.0,-0.0,-0.0,-0.0,-0.0,-0.0,7.9,10.1,17.0,4.748100000000004,41,9,2,0,0,0,-7.9,-10.1,200,A,3.1501457993316286,True,0.3699989051626874,False,0.239244773307748
NC(=O)NNC(=O)Nc1ccc2c(c1)OC(c1cc3c(c(-c4ccc5c(c4)OCO5)c1)NCN3)CO2,-0.0,-0.0,-0.0,-1.0,-0.0,-0.0,-1.0,10.2,4.9,13.1,3.0945,36,8,6,0,0,1,-10.2,-4.9,200,A,3.638938422140903,True,0.3058716971012687,True,0.05805550333540088
NC(=O)Nc1cc(-c2ccc3c(c2)OCO3)c(-c2ccc3c(c2)OCO3)c2c1NCN2NC(N)=O,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,8.7,8.6,17.299999999999997,2.741299999999999,35,8,5,0,0,0,-8.7,-8.6,200,A,3.213584588303417,True,0.3838268908910186,False,0.13680435369647354
c1cc2c(c(C3Nc4cc(-c5ccc6c(c5)OCO6)cc(-c5ccc6c(c5)OCO6)c4N3c3ccc4c(c3)OCO4)c1)OCO2,-2.1978000000000053,-5.0,-0.0,-0.0,-0.0,-0.0,-0.0,8.9,4.0,5.702199999999995,7.197800000000005,45,10,1,0,0,0,-8.9,-4.0,200,A,3.625180750541918,False,0.2285191149087879,False,0.11740664020244052
NC(=O)Nc1cc(-c2c(C3COc4ccccc4O3)cc3c(c2-c2ccc4c(c2)OCO4)NCN3)cc2c1OCO2,-0.2760000000000033,-1.0,-0.0,-0.0,-0.0,-0.0,-0.0,7.9,10.8,17.424,5.276000000000003,41,9,4,0,0,0,-7.9,-10.8,200,A,3.830891718312017,False,0.2668614214113913,False,0.014971583271424635
NC(=O)Nc1cc2c(c(N3CNc4cc(NC(N)=O)c(-c5ccc6c(c5)OCO6)cc43)c1)OCO2,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,10.1,11.4,21.5,3.3133000000000017,35,8,5,0,0,0,-10.1,-11.4,200,A,3.145502638569984,True,0.3829393508851071,False,0.036229303387391394
NC(=O)Nc1cc2c(c(-c3cc4c(cc3C3COc5ccccc5O3)N(NC(N)=O)CN4)c1)OCO2,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,8.2,7.4,15.6,2.858100000000001,36,8,5,0,0,0,-8.2,-7.4,200,A,3.825185180382661,True,0.3728056283885675,False,0.0286578410272689
NC(=O)Nc1c(-c2ccc3c(c2)OCO3)cc2c(c1-c1ccc3c(c1)OCO3)NC(c1cccc3c1OCO3)N2,-0.233500000000002,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,9.2,9.0,17.966499999999996,5.233500000000002,40,9,4,0,0,0,-9.2,-9.0,200,A,3.6365838860094737,False,0.2753621814218863,False,0.03666157931881317
NC(=O)Nc1cc(N2CNc3c(-c4ccc5c(c4)OCO5)cc(C4COc5ccccc5O4)cc32)cc2c1OCO2,-0.3352000000000039,-1.0,-0.0,-0.0,-0.0,-0.0,-0.0,10.3,8.1,17.064799999999998,5.335200000000004,41,9,3,0,0,0,-10.3,-8.1,200,A,3.7446084379560087,False,0.3077734114681492,False,0.07963143512082675
NC(=O)Nc1nnc(-c2cc3c(c(-c4cccc5c4OCO5)c2)NC(c2ccc4c(c2)OCO4)N3)o1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,10.4,11.2,21.6,3.887800000000002,36,10,4,0,0,0,-10.4,-11.2,200,A,3.5960506012825157,True,0.3338075864845101,False,0.034156364788138466
NC(=O)NC1COc2cc(-c3cc4c(c(-c5ccc6c(c5)OCO6)c3)NC(c3ccc5c(c3)OCO5)N4)ccc2O1,-0.0,-1.0,-0.0,-0.0,-0.0,-0.0,-0.0,9.4,9.7,18.1,4.7798000000000025,41,9,4,0,0,0,-9.4,-9.7,200,A,3.948553614194581,True,0.282157226613596,False,0.13658319031855243
NC(=O)Nc1c(-c2cc3c(c(-c4cccc5c4OCO5)c2)OCO3)cc2c(c1-c1ccc3c(c1)OCO3)NCN2,-0.159200000000002,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,8.9,13.8,22.5408,5.159200000000002,40,9,4,0,0,0,-8.9,-13.8,200,A,3.3712559128736874,False,0.2779264327776318,False,0.03845792622904185
NC(=O)Nc1cc2c(c(-c3cc4c(cc3-c3ccc5c(c3)OCO5)NC(c3cccc5c3OCO5)N4)c1)OCO2,-0.2335000000000038,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,11.0,10.4,21.1665,5.233500000000004,40,9,4,0,0,0,-11.0,-10.4,200,A,3.618411395787831,False,0.2753621814218863,False,0.04763532151494254
NC(=O)Nc1c(-c2cc(-c3ccc4c(c3)OCO4)no2)cc2c(c1-c1ccc3c(c1)OCO3)NCN2,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,9.6,12.4,22.0,4.4185000000000025,36,9,4,0,0,0,-9.6,-12.4,200,A,3.218624308302199,True,0.3303547963431312,False,0.035122991133391
NC(=O)Nc1cc2c(cc1-c1ccc3c(c1)OCO3)N(c1cc(NC(N)=O)c3c(c1)OCO3)CN2,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,9.1,8.3,17.4,3.3133,35,8,5,0,0,0,-9.1,-8.3,200,A,3.1504529812965627,True,0.3829393508851071,False,0.06970155035251592
NC(=O)NC1Nc2c(-c3ccc4c(c3)OCO4)cc(C3COc4ccccc4O3)cc2N1c1ccc2c(c1)OCO2,-0.0,-1.0,-0.0,-0.0,-0.0,-0.0,-0.0,9.4,5.7,14.1,4.839000000000004,41,9,3,0,0,0,-9.4,-5.7,200,A,3.969834351638954,True,0.3261106759121391,False,0.15313749687504366
NC(=O)Nc1cc2c(c(-c3cc4c(cc3-c3c[nH]c5cc(NC(N)=O)ccc35)NCN4)c1)OCO2,-0.0,-0.0,-0.0,-2.0,-0.0,-0.0,-0.0,8.8,12.8,19.6,4.006700000000001,35,6,7,0,0,0,-8.8,-12.8,200,A,3.1799795616469044,True,0.2372100118306319,False,0.09545335440901254
NC(=O)Nc1cc2c(c(-c3cc(NC(N)=O)c4c(c3-c3ccc5c(c3)OCO5)NCN4)c1)OCO2,-0.0,-0.0,-0.0,-1.0,-0.0,-0.0,-0.0,8.2,12.3,19.5,3.2541,35,8,6,0,0,0,-8.2,-12.3,200,A,3.267697002621772,True,0.3330163914976483,False,0.05754152673075914
NC(=O)NC1COc2ccc(-c3cc(-c4ccc5c(c4)OCO5)c4c(c3-c3ccc5c(c3)OCO5)NCN4)cc2O1,-0.0,-1.0,-0.0,-0.0,-0.0,-0.0,-0.0,10.2,11.2,20.4,4.705500000000002,41,9,4,0,0,0,-10.2,-11.2,200,A,3.837715240244629,True,0.2840505106919073,False,0.17057422706307035
NC(=O)NNC(=O)NC1Nc2cc(C3COc4ccccc4O3)cc(-c3ccc4c(c3)OCO4)c2N1,-0.0,-0.0,-0.0,-1.0,-0.0,-0.0,-1.0,10.0,10.9,18.9,2.598300000000001,36,8,6,0,0,1,-10.0,-10.9,200,A,3.943697308305911,True,0.305971385394672,True,0.11168822358227408
NC(=O)Nc1cc2c(c(-c3cc4c(cc3-c3cc(-c5cccc6c5OCO6)no3)NCN4)c1)OCO2,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,9.6,9.5,19.1,4.4185000000000025,36,9,4,0,0,0,-9.6,-9.5,200,A,3.3360997800003123,True,0.3303547963431312,False,0.0240442202990085
NC(=O)NC1Nc2cc(-c3cc4c(c(-c5cccc6c5OCO6)c3)OCO4)cc(-c3ccc4c(c3)OCO4)c2N1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,8.8,13.8,22.6,4.663000000000002,40,9,4,0,0,0,-8.8,-13.8,200,A,3.7626073540668408,True,0.2925600259486236,False,0.07927336506434843
NC(=O)Nc1cc2c(c(-c3cc(-c4cnc(-c5ccc6c(c5)OCO6)nc4)cc4c3NCN4)c1)OCO2,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,10.4,12.9,23.3,4.220500000000002,37,9,4,0,0,0,-10.4,-12.9,200,A,3.179813599524426,True,0.3265960922097011,False,1.9765950489122004
